Brown University Keck/NASA Relab Spectrum PO-TXH-006/C1PO06,,
W,R,Standard Deviation
0.3,0.22722,0.20014
0.305,0.24327,0.12848
0.31,0.26139,0.09545
0.315,0.28229,0.07346
0.32,0.30549,0.05781
0.325,0.33733,0.04813
0.33,0.37,0.04022
0.335,0.40263,0.03411
0.34,0.4383,0.02936
0.345,0.4713,0.02523
0.35,0.50339,0.02182
0.355,0.53128,0.01866
0.36,0.55676,0.01654
0.365,0.57647,0.01467
0.37,0.59235,0.01381
0.375,0.60434,0.01268
0.38,0.61446,0.01198
0.385,0.62121,0.01206
0.39,0.63397,0.01201
0.395,0.64146,0.01017
0.4,0.64529,0.00959
0.405,0.66225,0.00871
0.41,0.67254,0.00972
0.415,0.67662,0.00881
0.42,0.68001,0.00888
0.425,0.68284,0.00904
0.43,0.68501,0.00964
0.435,0.6904,0.00955
0.44,0.69514,0.00951
0.445,0.69499,0.01015
0.45,0.69501,0.01064
0.455,0.70032,0.01009
0.46,0.70814,0.00985
0.465,0.7128,0.01013
0.47,0.71884,0.00984
0.475,0.73008,0.01047
0.48,0.73675,0.01019
0.485,0.73733,0.01063
0.49,0.74119,0.01143
0.495,0.74428,0.01068
0.5,0.76143,0.01035
0.505,0.77135,0.01077
0.51,0.77785,0.01121
0.515,0.78272,0.0112
0.52,0.78596,0.01222
0.525,0.79028,0.01162
0.53,0.79411,0.01306
0.535,0.80049,0.01134
0.54,0.80593,0.01212
0.545,0.81072,0.01182
0.55,0.81514,0.0119
0.555,0.81808,0.01217
0.56,0.81916,0.01108
0.565,0.81964,0.01173
0.57,0.81659,0.01229
0.575,0.81708,0.01164
0.58,0.81441,0.01213
0.585,0.81274,0.01223
0.59,0.80923,0.01221
0.595,0.80785,0.0117
0.6,0.80449,0.01179
0.605,0.80125,0.01167
0.61,0.79643,0.01173
0.615,0.79219,0.01089
0.62,0.78764,0.01066
0.625,0.78145,0.011
0.63,0.77922,0.01026
0.635,0.77776,0.01069
0.64,0.77768,0.01047
0.645,0.77898,0.01046
0.65,0.78003,0.01034
0.655,0.78147,0.01113
0.66,0.78394,0.01083
0.665,0.78406,0.01039
0.67,0.78406,0.0108
0.675,0.78298,0.00968
0.68,0.78294,0.01031
0.685,0.77797,0.01072
0.69,0.77554,0.00974
0.695,0.77117,0.01106
0.7,0.76709,0.0094
0.705,0.76338,0.01055
0.71,0.75697,0.01092
0.715,0.75198,0.01126
0.72,0.74655,0.011
0.725,0.73744,0.01098
0.73,0.73106,0.01009
0.735,0.72427,0.01012
0.74,0.71763,0.0107
0.745,0.71162,0.00999
0.75,0.70366,0.01021
0.755,0.69659,0.01009
0.76,0.68962,0.00923
0.765,0.68153,0.00986
0.77,0.67425,0.00917
0.775,0.66571,0.0089
0.78,0.65944,0.00937
0.785,0.65267,0.00878
0.79,0.64562,0.00898
0.795,0.63842,0.00883
0.8,0.63247,0.0063
0.805,0.62819,0.00646
0.81,0.62167,0.00628
0.815,0.61691,0.00666
0.82,0.61279,0.0064
0.825,0.60739,0.00632
0.83,0.60346,0.00675
0.835,0.60131,0.00689
0.84,0.59624,0.00655
0.845,0.59291,0.00655
0.85,0.59093,0.00678
0.855,0.58924,0.0037
0.86,0.58466,0.00339
0.865,0.58235,0.0031
0.87,0.5803,0.00364
0.875,0.57773,0.0032
0.88,0.57443,0.00271
0.885,0.57074,0.00306
0.89,0.56862,0.00307
0.895,0.56474,0.00315
0.9,0.56291,0.00343
0.905,0.558,0.00287
0.91,0.55444,0.00304
0.915,0.54874,0.00309
0.92,0.54467,0.00375
0.925,0.53817,0.00321
0.93,0.53365,0.00272
0.935,0.52656,0.00304
0.94,0.52201,0.00262
0.945,0.51513,0.00291
0.95,0.50811,0.00297
0.955,0.50108,0.00313
0.96,0.49375,0.00379
0.965,0.48774,0.00282
0.97,0.48028,0.00274
0.975,0.47548,0.00332
0.98,0.46833,0.003
0.985,0.46265,0.00249
0.99,0.45595,0.00265
0.995,0.45021,0.00261
1,0.4443,0.00333
1.005,0.43961,0.00295
1.01,0.43597,0.00299
1.015,0.43233,0.00259
1.02,0.42801,0.00283
1.025,0.42456,0.00259
1.03,0.42255,0.0029
1.035,0.42006,0.00308
1.04,0.4185,0.00273
1.045,0.41774,0.00258
1.05,0.41784,0.00303
1.055,0.41616,0.00243
1.06,0.41779,0.00293
1.065,0.41793,0.00302
1.07,0.42014,0.00283
1.075,0.42091,0.00228
1.08,0.42359,0.00242
1.085,0.42632,0.00292
1.09,0.43023,0.00241
1.095,0.43312,0.00245
1.1,0.43745,0.00274
1.105,0.44004,0.00304
1.11,0.4446,0.00242
1.115,0.44841,0.00244
1.12,0.45239,0.00271
1.125,0.45671,0.0032
1.13,0.46015,0.00314
1.135,0.46358,0.00306
1.14,0.46742,0.00272
1.145,0.47005,0.00332
1.15,0.47265,0.00306
1.155,0.47677,0.00294
1.16,0.47861,0.00271
1.165,0.48203,0.00304
1.17,0.48345,0.00355
1.175,0.48637,0.00303
1.18,0.48892,0.00322
1.185,0.49026,0.00312
1.19,0.49213,0.00299
1.195,0.49486,0.00276
1.2,0.49692,0.00353
1.205,0.49797,0.00354
1.21,0.49931,0.0032
1.215,0.50254,0.00315
1.22,0.50367,0.00358
1.225,0.50525,0.00331
1.23,0.5074,0.00349
1.235,0.50867,0.00363
1.24,0.51015,0.0031
1.245,0.51231,0.00355
1.25,0.51486,0.0032
1.255,0.51741,0.00343
1.26,0.51904,0.00299
1.265,0.52234,0.00335
1.27,0.52506,0.00407
1.275,0.52823,0.00385
1.28,0.52963,0.0035
1.285,0.53286,0.00391
1.29,0.53675,0.00348
1.295,0.53958,0.0038
1.3,0.54276,0.00349
1.305,0.54588,0.00391
1.31,0.55148,0.00363
1.315,0.55445,0.00394
1.32,0.5582,0.00448
1.325,0.56222,0.00421
1.33,0.56584,0.00431
1.335,0.57141,0.00443
1.34,0.57557,0.00437
1.345,0.5792,0.00346
1.35,0.58284,0.00396
1.355,0.58715,0.00444
1.36,0.59173,0.00439
1.365,0.59634,0.00461
1.37,0.60063,0.00417
1.375,0.60671,0.00404
1.38,0.61207,0.00448
1.385,0.61691,0.00403
1.39,0.62148,0.00419
1.395,0.62714,0.00381
1.4,0.63153,0.0041
1.405,0.63637,0.00492
1.41,0.64265,0.0044
1.415,0.648,0.00491
1.42,0.6542,0.00496
1.425,0.65912,0.00412
1.43,0.66526,0.0041
1.435,0.67036,0.00444
1.44,0.67622,0.00423
1.445,0.68011,0.0046
1.45,0.6855,0.0052
1.455,0.69195,0.00528
1.46,0.69742,0.00531
1.465,0.70266,0.00581
1.47,0.70735,0.0052
1.475,0.71346,0.00501
1.48,0.71851,0.00444
1.485,0.72397,0.0051
1.49,0.73007,0.00453
1.495,0.73445,0.00511
1.5,0.73959,0.00577
1.505,0.74522,0.00563
1.51,0.7504,0.00547
1.515,0.75567,0.00507
1.52,0.76048,0.00508
1.525,0.76377,0.00517
1.53,0.76966,0.00475
1.535,0.77366,0.00524
1.54,0.77946,0.00466
1.545,0.78421,0.00483
1.55,0.78808,0.00528
1.555,0.79298,0.00449
1.56,0.79753,0.00596
1.565,0.80168,0.00606
1.57,0.80508,0.00662
1.575,0.80879,0.00575
1.58,0.81306,0.00521
1.585,0.81691,0.00617
1.59,0.82001,0.00617
1.595,0.82362,0.00554
1.6,0.82766,0.0055
1.605,0.83223,0.00618
1.61,0.83332,0.00556
1.615,0.83705,0.00559
1.62,0.84127,0.00562
1.625,0.84271,0.00485
1.63,0.84587,0.00556
1.635,0.8476,0.00538
1.64,0.85022,0.00591
1.645,0.85271,0.00565
1.65,0.85595,0.00468
1.655,0.8589,0.00565
1.66,0.86028,0.00541
1.665,0.86438,0.00534
1.67,0.86719,0.00528
1.675,0.86807,0.00512
1.68,0.86934,0.00717
1.685,0.87158,0.00544
1.69,0.87324,0.00489
1.695,0.87498,0.00622
1.7,0.87686,0.00554
1.705,0.8786,0.00529
1.71,0.88074,0.00495
1.715,0.88172,0.00536
1.72,0.88251,0.00585
1.725,0.88383,0.0067
1.73,0.8852,0.0061
1.735,0.88567,0.00648
1.74,0.88684,0.00557
1.745,0.88878,0.00589
1.75,0.88928,0.00561
1.755,0.89031,0.00672
1.76,0.89086,0.00749
1.765,0.89186,0.00791
1.77,0.8927,0.0076
1.775,0.89299,0.00794
1.78,0.89431,0.00649
1.785,0.89385,0.00742
1.79,0.89478,0.00624
1.795,0.89504,0.00651
1.8,0.89495,0.00656
1.805,0.89631,0.00572
1.81,0.89751,0.00722
1.815,0.89625,0.0068
1.82,0.89448,0.00554
1.825,0.8966,0.00699
1.83,0.89657,0.00604
1.835,0.89857,0.00591
1.84,0.89874,0.00652
1.845,0.89963,0.00652
1.85,0.9007,0.00767
1.855,0.90225,0.00731
1.86,0.89956,0.00629
1.865,0.90104,0.00686
1.87,0.90301,0.00615
1.875,0.90277,0.00595
1.88,0.90192,0.00634
1.885,0.90454,0.00629
1.89,0.90244,0.00682
1.895,0.90031,0.00706
1.9,0.90119,0.00673
1.905,0.90122,0.00728
1.91,0.90039,0.00684
1.915,0.90085,0.00671
1.92,0.9,0.00704
1.925,0.905,0.00702
1.93,0.90176,0.00768
1.935,0.90216,0.00837
1.94,0.90103,0.00847
1.945,0.90291,0.00794
1.95,0.90211,0.00753
1.955,0.90106,0.00805
1.96,0.90209,0.00887
1.965,0.90136,0.00887
1.97,0.90214,0.00864
1.975,0.90218,0.00834
1.98,0.90261,0.00741
1.985,0.90432,0.00879
1.99,0.90234,0.00755
1.995,0.90349,0.00816
2,0.90268,0.0075
